question,outcome,category,resolution_date,volume,market_id,closed
"Will the People's party win the second most seats in the next Canadian election?","No","","2025-10-20T00:00:00Z",0,"0xa7418dd4edddef36d260746f7510af7627d724511a70093684cdebdf6d1490e7",true
"Will another party win the most seats in the next Canadian election?","No","","2025-10-20T00:00:00Z",0,"0x853be27f7cc1c8885108671582a29839f1c167e693cd9734e8cb4ba56a76d76e",true
"Will the Green Party win the most seats in the next Canadian election?","No","","2025-10-20T00:00:00Z",0,"0xc1a5352b767a581a9840feebc0d0b71f0034c9fcc14b5ad74431d6c95e50796d",true
"Will the People's party win the most seats in the next Canadian election?","No","","2025-10-20T00:00:00Z",0,"0x7b94d6cef097f44d4f2327f2777b0c3f79048d25dad50bd9e752c7ea3fb80acc",true
"Will Bloc Québécois win the second most seats in the next Canadian election?","No","","2025-10-20T00:00:00Z",0,"0x47aa82bc10dfc85e39d34a7ede15bd45df27fb4d3112f3bce59aaf139a0fbf8f",true
"Conservatives win majority in Canadian election?","No","","2025-10-20T00:00:00Z",0,"0x09c314ec8306ecadfd263d7fdef1425a44791547474a92be675c70ae451277ad",true
"Will Mark Carney be the next Canadian Prime Minister?","Yes","","2025-10-20T00:00:00Z",0,"0x87822b3d4ccba1835d698354b01c050b55f20c5f34b14908bff4ea5a6d58af4c",true
"Will Bloc Québécois party win the most seats in the next Canadian election?","No","","2025-10-20T00:00:00Z",0,"0x23ec063e55dbd9413ba1a56030f036e8b0354ed904d624b6c0d564e352c5c0d5",true
"Will the Liberal Party win the most seats in the next Canadian election?","Yes","","2025-10-20T00:00:00Z",0,"0xae6dab898b0531faf72bf9f09517538249131850cfe48b309f7f91124411c380",true
"Will Chrystia Freeland be the next Canadian Prime Minister?","No","","2025-10-20T00:00:00Z",0,"0x86eb929137a18f0b13d067e871a5a042dab54a6aa86ac03e06d9383dbc732db1",true
"Will another party win the second most seats in the next Canadian election?","No","","2025-10-20T00:00:00Z",0,"0x23ee394a12234c56d4cee456ba086d242111137942cf872064d9166a96f85e7e",true
"Will the Conservative Party win the second most seats in the next Canadian election?","Yes","","2025-10-20T00:00:00Z",0,"0xa5663d39d2e7dd9345f616eb3f873c0109d96a52076e2185bdecb7135006d59e",true
"Will Justin Trudeau be the next Canadian Prime Minister?","No","","2025-10-20T00:00:00Z",0,"0x489028f20a1a71e9e882b0e72ba2675456f6afa5f2df0839fbdc23ff2e4b8709",true
"Will the Liberal Party win the second most seats in the next Canadian election?","No","","2025-10-20T00:00:00Z",0,"0xb824217cff94afaaad1faba11ee42936b40f1a7202a5510093a6030a18e017b0",true
"Will the Green Party win the second most seats in the next Canadian election?","No","","2025-10-20T00:00:00Z",0,"0x6fdb5a3c2b2e161cc0ef10302fccfcae1f38d38ea0d906e385e604ba15b616fa",true
"Will the New Democratic Party win the most seats in the next Canadian election?","No","","2025-10-20T00:00:00Z",0,"0xa8ad29b208d9b2e79c4ae9cd22a85c8b875ced0a1fd6eab6f00a92055d603be2",true
"Will the New Democratic Party win the second most seats in the next Canadian election?","No","","2025-10-20T00:00:00Z",0,"0xe36b2294a52e0d9c2f0ff6eb3973a52ba4d20e96d180a082efaeb9d31db47830",true
"Will the Conservative Party win the most seats in the next Canadian election?","No","","2025-10-20T00:00:00Z",0,"0x51f7452fddea310ba15955cfa8fa21419335b16f8310074e43f48c4856d7e0b8",true
"Will Pierre Poilievre be the next Canadian Prime Minister?","No","","2025-10-20T00:00:00Z",0,"0x244c75b2c6095b2e67699c10d0c6548d757d58a1ffea32ad6882c9a389803bd4",true
"Will Jagmeet Singh be the next Canadian Prime Minister?","No","","2025-10-20T00:00:00Z",0,"0x79468f3bf680347cf7970d985f2e0029789ae5c416edfc201d222074c12633c6",true
"Will LLA win the most seats in the Chamber of Deputies following the 2025 Argentina election?","Yes","","2025-10-26T00:00:00Z",0,"0xb51f2db5996c86c3fdbac6d67d0fdead997d959ce0d86bad5203d16ee746da17",true
"Will UCR win the most seats in the Chamber of Deputies following the 2025 Argentina election?","No","","2025-10-26T00:00:00Z",0,"0x0e579bcc61a9bd64af71ff9ddbf44c22bd7809acff1a53244e45fba4d07f9073",true
"Will PRO win the most seats in the Chamber of Deputies following the 2025 Argentina election?","No","","2025-10-26T00:00:00Z",0,"0xb2976a6b0d3393b44546adaf56c9c1dd77f11cf5c859f4754f527d0907f049bc",true
"Will SER win the most seats in the Chamber of Deputies following the 2025 Argentina election?","No","","2025-10-26T00:00:00Z",0,"0x1321095e16f2904ccae2520e22e635b69bd4f25fc54afd3d0d838a3bf54550ad",true
"Will Party F hold the most seats in the Chamber of Deputies following the 2025 Argentina election?","No","","2025-10-26T00:00:00Z",0,"0x43f2051ed1ceda3b100577ce23239f4b41a2ddd3308248bff7714ce47fd5d883",true
"Will UCR hold the most seats in the Chamber of Deputies following the 2025 Argentina election?","No","","2025-10-26T00:00:00Z",0,"0x937d7afc09f1d2a16a4daa1928798725ba97c809bccac841d0907117dbccceca",true
"Will UP hold the most seats in the Chamber of Deputies following the 2025 Argentina election?","No","","2025-10-26T00:00:00Z",0,"0xd562bb4ace325b68081b92e594621294e0012ac39d3af48f2b1fd43cab925f69",true
"Will Party C win the most seats in the Chamber of Deputies following the 2025 Argentina election?","No","","2025-10-26T00:00:00Z",0,"0xbc744f012b0bd4049102470a5dcb281fc101f40940ed5f3845b14d7358814945",true
"Will Party D hold the most seats in the Chamber of Deputies following the 2025 Argentina election?","No","","2025-10-26T00:00:00Z",0,"0xaa34d9c83aca69b2e4cf8186b9ab67901cd2acdc7750283e1c429f5a2f53b322",true
"Will Party A win the most seats in the Chamber of Deputies following the 2025 Argentina election?","No","","2025-10-26T00:00:00Z",0,"0x22bd4bf1ad2bee424919b3844c80d6c64bb48efc911f09373745351c0b2d055b",true
"Will UP win the most seats in the Chamber of Deputies following the 2025 Argentina election?","No","","2025-10-26T00:00:00Z",0,"0xb54dfd7b69391e65fcdeb291e09606e2f3c44ef3a3e7b6dbd1d411a4ed4c2b54",true
"Will Party B win the most seats in the Chamber of Deputies following the 2025 Argentina election?","No","","2025-10-26T00:00:00Z",0,"0xcc9bde2c294d5aaedbc4a82738f8878e576310018ff9bc53259a584e5ad8369d",true
"Will Party A hold the most seats in the Chamber of Deputies following the 2025 Argentina election?","No","","2025-10-26T00:00:00Z",0,"0xf4d47f5b41ac029a05e6966304410564143090fdd9552592ca84ff10e9f6c75e",true
"Will HNP hold the most seats in the Chamber of Deputies following the 2025 Argentina election?","No","","2025-10-26T00:00:00Z",0,"0x0cc0fe6b5a5a9ab2a7381caf7054510d8cc8035e73d2050866a2b2f0959643b4",true
"Will Party G win the most seats in the Chamber of Deputies following the 2025 Argentina election?","No","","2025-10-26T00:00:00Z",0,"0x4e49926878c6c2a44f743cc1aaada0721d82ca1efaa75abe07e12638453237f6",true
"Will FIT-U win the most seats in the Chamber of Deputies following the 2025 Argentina election?","No","","2025-10-26T00:00:00Z",0,"0x829f5e072fb9b46f9769d010d41d97636be8570910c9f48b7ac203359ec642e8",true
"Will HNP win the most seats in the Chamber of Deputies following the 2025 Argentina election?","No","","2025-10-26T00:00:00Z",0,"0xe2fde77ec7e873ab1d0825880f6dea70d97f1510ec6184b886e55511e3f127a6",true
"Will another party win the most seats in the Chamber of Deputies following the 2025 Argentina election?","No","","2025-10-26T00:00:00Z",0,"0xebfd4c3b969e6286130411f6037912a5ff5233642bab9931849236681763df7a",true
"Will PRO hold the most seats in the Chamber of Deputies following the 2025 Argentina election?","No","","2025-10-26T00:00:00Z",0,"0x62995cb8a7c8c0d216a8882109bd1e05574b5df87d313f06cb3e1cd5593e6d13",true
"Will another party hold the most seats in the Chamber of Deputies following the 2025 Argentina election?","No","","2025-10-26T00:00:00Z",0,"0xa499fc65b4fcbce827aeb746bbbb6f739241f9353506ee5ca5e9d73ede81dd13",true
"Will Party E win the most seats in the Chamber of Deputies following the 2025 Argentina election?","No","","2025-10-26T00:00:00Z",0,"0x9ba52f4fb04c646e59eae1a9cac411e067653579a3807f1f2bfb0b9096119bfc",true
"Will Party F win the most seats in the Chamber of Deputies following the 2025 Argentina election?","No","","2025-10-26T00:00:00Z",0,"0x9505c9a0c537a615801923ab4a64f9f3103afcd0d28eb4791fe76c9b9c598759",true
"Will Party B hold the most seats in the Chamber of Deputies following the 2025 Argentina election?","No","","2025-10-26T00:00:00Z",0,"0xbbb5e8dac13787b612bf31f499ab90bed4a56eea28f97c8c63a12585eda123e3",true
"Will LLA hold the most seats in the Chamber of Deputies following the 2025 Argentina election?","Yes","","2025-10-26T00:00:00Z",0,"0xd4ae3ea41585388982a6d4cb9b60f4314d92f24ffc88067c9442b72dcc2f2575",true
"Will Party E hold the most seats in the Chamber of Deputies following the 2025 Argentina election?","No","","2025-10-26T00:00:00Z",0,"0x68f62e11d8909392e7847dd848851f4aea1ce54bfc9c8a4a306e323f817af5bf",true
"Will Party C hold the most seats in the Chamber of Deputies following the 2025 Argentina election?","No","","2025-10-26T00:00:00Z",0,"0x372579a1399a2f02efdda2ecc8f8b8c40bc00e77397fdad35d44390097299e12",true
"Will Party D win the most seats in the Chamber of Deputies following the 2025 Argentina election?","No","","2025-10-26T00:00:00Z",0,"0x1639c4bbad1b3ec14055e3dc7d3d4c098f4f8c93005382fe5f6d0c585822c3a6",true
"Will FIT-U hold the most seats in the Chamber of Deputies following the 2025 Argentina election?","No","","2025-10-26T00:00:00Z",0,"0x564dc4a385305c482015061537989c4af69f1556f40b958a7bd6e4cf84ad1e2c",true
"Will SER hold the most seats in the Chamber of Deputies following the 2025 Argentina election?","No","","2025-10-26T00:00:00Z",0,"0x1e3d9b0dd4ec88715195d7dcc4e5a700558c932acff03e10c1addaaf7f50d8c2",true
"Will Party G hold the most seats in the Chamber of Deputies following the 2025 Argentina election?","No","","2025-10-26T00:00:00Z",0,"0x71bc21c487d84e5cb8da3e9550048dc75f0af08fc0c18e59e7f10fab6de3a2ec",true
"Will the Chicago White Sox win the 2025 World Series?","No","","2025-10-31T00:00:00Z",0,"0xdd0c4a2c0dc2323a03096b0da84372ea8502b0f3bbfade6a5eba32ed76308b8b",true
"Will the Miami Marlins win the 2025 National League Championship?","No","","2025-10-31T00:00:00Z",0,"0xcd6baa4bcc85be5fcbb3647f941e36b2b301f1c78690855fee3cea20de6c15a1",true
"Will the Arizona Diamondbacks win the 2025 World Series?","No","","2025-10-31T00:00:00Z",0,"0x36c8c6a38e89a6c03aefc70fe85b1021a53987edf43533a81054e7e8bd9e6160",true
"Will the Cincinnati Reds win the 2025 National League Championship?","No","","2025-10-31T00:00:00Z",0,"0x808628f77a278459c287ad9fd7891c6a1e25dbede8d2d5685736a9127e1ddd1f",true
"Will the Chicago Cubs win the 2025 World Series?","No","","2025-10-31T00:00:00Z",0,"0x3e70b4e3bb485930443c3b32a6a596cfd43e00f581551c1b7626901f48291dda",true
"Will the Seattle Mariners win the 2025 American League Championship?","No","","2025-10-31T00:00:00Z",0,"0xd97d95f15edfe56fd412a3e95929497903f16069964f63b7ced90172cd723d61",true
"Will the Boston Red Sox win the 2025 American League Championship?","No","","2025-10-31T00:00:00Z",0,"0x0337b70abb6403936be4836f52c380ac31b1ac1a013a92e03568496ec7008549",true
"Will the Milwaukee Brewers win the 2025 National League Championship?","No","","2025-10-31T00:00:00Z",0,"0xdb6ac30f0f051e1b22bb8afd31bd9b88462fabaec88da93f0d6e34fd41557018",true
"Will the Cleveland Guardians win the 2025 American League Championship?","No","","2025-10-31T00:00:00Z",0,"0xa94c8395a76220162cc1acaebb7c3372fdb064c597e298e7f0dc3146034187d1",true
"Will the Atlanta Braves win the 2025 World Series?","No","","2025-10-31T00:00:00Z",0,"0x924efdc8795f4221f57c2b960a38aa00e0320a8a50000dc0ba118e1776a64ad2",true
"Will the Arizona Diamondbacks win the 2025 National League Championship?","No","","2025-10-31T00:00:00Z",0,"0xc2330f5c96477923f8ff9dc53cc56045aeb88622d7d44622a6e15d8794f2cf4a",true
"Will the New York Mets win the 2025 World Series?","No","","2025-10-31T00:00:00Z",0,"0xfef1327c8a6dc7cfa05d24032ccca677077f10d1563062e7a4b6a3824908f29e",true
"Will the San Francisco Giants win the 2025 World Series?","No","","2025-10-31T00:00:00Z",0,"0xa1dae8968405c0f7e9702dd64d596b8ba5fef4a8eee893a4a277adda1c13cee5",true
"Will the Philadelphia Phillies win the 2025 World Series?","No","","2025-10-31T00:00:00Z",0,"0x174095e1593bae3b4ddfe14e9d90ad7fe7572a8e92193e37ee2d9a3151f544fc",true
"Will the Los Angeles Angels win the 2025 American League Championship?","No","","2025-10-31T00:00:00Z",0,"0x6c21b21e4e18b01887221429c4dea83232f5eb43ebd8c5849bc334ecea3e68de",true
"Will the Pittsburgh Pirates win the 2025 World Series?","No","","2025-10-31T00:00:00Z",0,"0x15ef292e550795785df3ee5eac729517fc850936e877b165998c94351c12544b",true
"Will the New York Mets win the 2025 National League Championship?","No","","2025-10-31T00:00:00Z",0,"0x70f25e1cabea613ed06de9fdf179665e30a26f3315cc0c34aa25204b35550fb3",true
"Will the New York Yankees win the 2025 American League Championship?","No","","2025-10-31T00:00:00Z",0,"0xdf70bc7474097f7c34665be3e97755ec6b99abeb14420d7a4ff785f406beec39",true
"Will the Kansas City Royals win the 2025 World Series?","No","","2025-10-31T00:00:00Z",0,"0x27990b8ed05eff43657459120d6242b8119fe89e2c62797115588cb96ec66640",true
"Will the Chicago Cubs win the 2025 National League Championship?","No","","2025-10-31T00:00:00Z",0,"0xde0693f20a008b0cf59294c549549f7780472bb31dbef3c3c9195a9d8fe412b1",true
"Will the San Francisco Giants win the 2025 National League Championship?","No","","2025-10-31T00:00:00Z",0,"0x8bc486127f4fb901fb7f1c23431483c945afc1ad52f4316a3814513dbec76ea5",true
"Will the Athletics win the 2025 World Series?","No","","2025-10-31T00:00:00Z",0,"0x93be783365e4eb163fb43fd9c2c236edd345fbdca33e7ee403e91377c202d914",true
"Will the San Diego Padres win the 2025 National League Championship?","No","","2025-10-31T00:00:00Z",0,"0xaed051a9552f2c7c9c1c5519b59af6df9aa81277d52d6e8eac00331691676660",true
"Will the Kansas City Royals win the 2025 American League Championship?","No","","2025-10-31T00:00:00Z",0,"0x6fbf889514b74dab442b119e275d6a2c4a244451ba6429be9a318018b4969295",true
"Will the Texas Rangers win the 2025 World Series?","No","","2025-10-31T00:00:00Z",0,"0x79fa8a38b5b26752e11208a795c01b74011a52438cbda1fa33b59c475919ea86",true
"Will the Detroit Tigers win the 2025 World Series?","No","","2025-10-31T00:00:00Z",0,"0x985c2299ac7dbe5441a350d3f586d66d0b6375949429af56d6065a750ea5030e",true
"Will the St. Louis Cardinals win the 2025 World Series?","No","","2025-10-31T00:00:00Z",0,"0xf511fc5bf7aea547f7e33567e93b2c63f74bffbc0f0da79d7715cf5e27d16b6c",true
"Will the Chicago White Sox win the 2025 American League Championship?","No","","2025-10-31T00:00:00Z",0,"0xcff749d64c31308b9d53486a83c3b06403e58a76dd2e3c561bd406572638fb5e",true
"Will the Boston Red Sox win the 2025 World Series?","No","","2025-10-31T00:00:00Z",0,"0xa1d03e3a880d9b39e26afff50b779d7efe6fbbc9a3c9bd12c3ef34445dbac64c",true
"Will the Los Angeles Angels win the 2025 World Series?","No","","2025-10-31T00:00:00Z",0,"0xce0ef61efe35352d6b57e821cb5f27088b544d3eb101d074298eb09442c9abd0",true
"Will the Houston Astros win the 2025 World Series?","No","","2025-10-31T00:00:00Z",0,"0xd6502692a603a0d2ed9688cc3fb0c6bbc08a7b9109114dbb017353ff06d7fe0c",true
"Will the Pittsburgh Pirates win the 2025 National League Championship?","No","","2025-10-31T00:00:00Z",0,"0x42e2f652615d33f0ff3a6d1ba4fe0ebbb29384304072992d873e5aa7f9de063b",true
"Will the Seattle Mariners win the 2025 World Series?","No","","2025-10-31T00:00:00Z",0,"0x68a14da906e9e7cd029f77fcbf8abc7396c5923e14973751a94c99f6daa9d7b8",true
"Will the Baltimore Orioles win the 2025 American League Championship?","No","","2025-10-31T00:00:00Z",0,"0x71baa735915e904511e27a6b89114a66b90a0ecfcec4b05b24eb8bd2906ce7a6",true
"Will the Washington Nationals win the 2025 National League Championship?","No","","2025-10-31T00:00:00Z",0,"0x2824855a28f57ac9abe1ee115f688b2763b53f1da10b1e881d685f4c4ef4f41a",true
"Will the Philadelphia Phillies win the 2025 National League Championship?","No","","2025-10-31T00:00:00Z",0,"0x3106f70b83836822ee79e30ae959597b480346417da3ea4114d4589aec7f597c",true
"Will the Atlanta Braves win the 2025 National League Championship?","No","","2025-10-31T00:00:00Z",0,"0xe3f75ba7e13e61b8c9685fecf567fb35685e551d64670cd99ceccd5eb74ed97a",true
"Will the Los Angeles Dodgers win the 2025 National League Championship?","Yes","","2025-10-31T00:00:00Z",0,"0xf887203734a8875cef2f354235f69f00a05d3d17bb645a0828c585291c83f3c5",true
"Will the Los Angeles Dodgers win the 2025 World Series?","Yes","","2025-10-31T00:00:00Z",0,"0x1073cc3483263763397b853cb095ac8451f7e26b5a94231b5973c14bf6e7a95a",true
"Will the Toronto Blue Jays win the 2025 American League Championship?","Yes","","2025-10-31T00:00:00Z",0,"0x5cc4f3fe707fda933306e5266a7bb2599dd539da1150bd3293011ea47ee0fe9d",true
"Will the Washington Nationals win the 2025 World Series?","No","","2025-10-31T00:00:00Z",0,"0xf4aab57ceee3f341380372dbc158e4b540bc7035c1cf3aa22846f48622f92110",true
"Will the Miami Marlins win the 2025 World Series?","No","","2025-10-31T00:00:00Z",0,"0xdd88c824f91cbd43e32933b1c9a7f09ae06c081ca53100081a66da5e23e698c0",true
"Will the Tampa Bay Rays win the 2025 World Series?","No","","2025-10-31T00:00:00Z",0,"0x700803904cd5bc5caac110bb58bee0097d2fbb328e0dc4ee494135cf79a46386",true
"Will the Athletics win the 2025 American League Championship?","No","","2025-10-31T00:00:00Z",0,"0x2e020fc306534e776ef11920240ebcf2d6400544eba9c78a7031ea834118a04d",true
"Will the Cincinnati Reds win the 2025 World Series?","No","","2025-10-31T00:00:00Z",0,"0x57ebf8c44681658feca51d1248432897d9bd5d358192f13eb19998551c83204d",true
"Will the Minnesota Twins win the 2025 American League Championship?","No","","2025-10-31T00:00:00Z",0,"0xadfedb2c63b92e25ab370508a42b48a00dfb52d467a5d587279cafebf0b24206",true
"Will the New York Yankees win the 2025 World Series?","No","","2025-10-31T00:00:00Z",0,"0xc8761147389535d28583a71eab365841f36f1cc7ee689fbd32a384e3879a5b7c",true
"Will the Toronto Blue Jays win the 2025 World Series?","No","","2025-10-31T00:00:00Z",0,"0x4c9ccd1404d105968de9b1ff3226fbafdc0b6e402a26bbcad3a84a1b62296783",true
"Will the Cleveland Guardians win the 2025 World Series?","No","","2025-10-31T00:00:00Z",0,"0x84d62ee93bfa7d38836e278801c8c5ccb791482d36b0fbedc990ac2ba1610d9c",true
"Will the Milwaukee Brewers win the 2025 World Series?","No","","2025-10-31T00:00:00Z",0,"0x93437d03a195e66bef80d55d51786cf5f7b08fde008a54400b97889ecd69f895",true
"Will the St. Louis Cardinals win the 2025 National League Championship?","No","","2025-10-31T00:00:00Z",0,"0x5416a041258f6d167ec9328f2dc65a632e0dc287c7deb19a3d51aa909bab244d",true
"Will the Houston Astros win the 2025 American League Championship?","No","","2025-10-31T00:00:00Z",0,"0x6c5b74d3558a7147b35309c07bf01caa8fd0c8cb07e73e17290755a497d2afe6",true
"Will the San Diego Padres win the 2025 World Series?","No","","2025-10-31T00:00:00Z",0,"0xa8c05e9288ce688482b62915c36434d8f68f945b824fa7ad859949bfab0583cc",true
"Will the Detroit Tigers win the 2025 American League Championship?","No","","2025-10-31T00:00:00Z",0,"0xa6f9e47637344cf48fc882e379e1e565f4474e8161b6fb1f608157913786c9b6",true
"Will the Colorado Rockies win the 2025 World Series?","No","","2025-10-31T00:00:00Z",0,"0x0dce8810cfe47e4273c00530a508364393cc4252636bbfa77244e2aab807e8bc",true
"Will the Tampa Bay Rays win the 2025 American League Championship?","No","","2025-10-31T00:00:00Z",0,"0xf68c80d0bd1699fd896d1e9bb5f05607d33e1929bf4cbecdbb932e0a4597c3d8",true
"Will the Minnesota Twins win the 2025 World Series?","No","","2025-10-31T00:00:00Z",0,"0xdf04f0771458711e2d19fb11e64f873480d451d9aee544146cceb29ea3bedcce",true
"Will the Baltimore Orioles win the 2025 World Series?","No","","2025-10-31T00:00:00Z",0,"0x9cc9dc1b99b3b94f6356497ab45a35594ce2b73bdd3847d7cbaa091f83b01c7e",true
"Will the Colorado Rockies win the 2025 National League Championship?","No","","2025-10-31T00:00:00Z",0,"0x0bafbbd8126fcad2c95c5f803b54dfcb2aa56e5d28b139b4c800d5c0ae10733a",true
"Will the Texas Rangers win the 2025 American League Championship?","No","","2025-10-31T00:00:00Z",0,"0xa958d7ae05746ad4e41f5694d0ee7e6afbc216b71392f2d1393aa5f99ff1c4a8",true
"Will the Bloc Québécois win the popular vote in Canada's next election?","No","","2025-10-20T00:00:00Z",0,"0x41af4f4a03ffa1c5e3b62e85cf888e65dd6bf5e224c8b5ca3cb7a5791bee3142",true
"Will the Green Party win the popular vote in Canada's next election?","No","","2025-10-20T00:00:00Z",0,"0xdfffcaa7e87aa5f4007a7925982597faf1ac6335e52eca056da093f7ece2d33a",true
"Will the Conservative Party win the popular vote in Canada's next election?","No","","2025-10-20T00:00:00Z",0,"0xd971052d84f7be119faf36cdc90ec8fc661147934731b44ce9e93f1a203118f7",true
"Will the People's Party win the popular vote in Canada's next election?","No","","2025-10-20T00:00:00Z",0,"0xfb76bf222bcf8c6158e37f3a8bfbc2f60df5c322719c41dc8a5fc4b211b2792a",true
